station,year,month,tmax,tmin,af,rain,sun
Armagh,1853,1,,,,57.3,
Armagh,1853,2,,,,32.3,
Armagh,1853,3,,,,65.5,
Armagh,1853,4,,,,46.2,
Armagh,1853,5,,,,13.2,
Armagh,1853,6,,,,53.3,
Armagh,1853,7,,,,78.0,
Armagh,1853,8,,,,56.6,
Armagh,1853,9,,,,24.5,
Armagh,1853,10,,,,94.8,
Armagh,1853,11,,,,75.5,
Armagh,1853,12,,,,39.1,
Armagh,1854,1,,,,78.9,
Armagh,1854,2,,,,38.8,
Armagh,1854,3,,,,41.2,
Armagh,1854,4,,,,4.5,
Armagh,1854,5,,,,73.5,
Armagh,1854,6,,,,115.4,
Armagh,1854,7,,,,133.1,
Armagh,1854,8,,,,65.6,
Armagh,1854,9,,,,42.4,
Armagh,1854,10,,,,73.6,
Armagh,1854,11,,,,63.0,
Armagh,1854,12,,,,107.2,
Armagh,1855,1,,,,7.3,
Armagh,1855,2,,,,38.7,
Armagh,1855,3,,,,54.2,
Armagh,1855,4,,,,34.2,
Armagh,1855,5,,,,62.2,
Armagh,1855,6,,,,60.2,
Armagh,1855,7,,,,71.5,
Armagh,1855,8,,,,83.3,
Armagh,1855,9,,,,37.4,
Armagh,1855,10,,,,81.9,
Armagh,1855,11,,,,17.4,
Armagh,1855,12,,,,54.3,
Armagh,1856,1,,,,58.7,
Armagh,1856,2,,,,38.8,
Armagh,1856,3,,,,21.1,
Armagh,1856,4,,,,26.3,
Armagh,1856,5,,,,107.4,
Armagh,1856,6,,,,58.1,
Armagh,1856,7,,,,39.4,
Armagh,1856,8,,,,66.9,
Armagh,1856,9,,,,80.1,
Armagh,1856,10,,,,36.5,
Armagh,1856,11,,,,36.1,
Armagh,1856,12,,,,90.5,
Armagh,1857,1,,,,82.7,
Armagh,1857,2,,,,41.6,
Armagh,1857,3,,,,99.3,
Armagh,1857,4,,,,112.2,
Armagh,1857,5,,,,31.6,
Armagh,1857,6,,,,47.5,
Armagh,1857,7,,,,70.5,
Armagh,1857,8,,,,76.0,
Armagh,1857,9,,,,45.7,
Armagh,1857,10,,,,40.2,
Armagh,1857,11,,,,84.6,
Armagh,1857,12,,,,42.7,
Armagh,1858,1,,,,37.0,
Armagh,1858,2,,,,32.8,
Armagh,1858,3,,,,27.4,
Armagh,1858,4,,,,133.8,
Armagh,1858,5,,,,83.9,
Armagh,1858,6,,,,26.3,
Armagh,1858,7,,,,78.5,
Armagh,1858,8,,,,84.6,
Armagh,1858,9,,,,47.1,
Armagh,1858,10,,,,61.8,
Armagh,1858,11,,,,30.1,
Armagh,1858,12,,,,93.2,
Armagh,1859,1,,,,72.1,
Armagh,1859,2,,,,36.4,
Armagh,1859,3,,,,64.9,
Armagh,1859,4,,,,62.1,
Armagh,1859,5,,,,10.3,
Armagh,1859,6,,,,33.7,
Armagh,1859,7,,,,47.0,
Armagh,1859,8,,,,81.8,
Armagh,1859,9,,,,102.2,
Armagh,1859,10,,,,38.7,
Armagh,1859,11,,,,84.9,
Armagh,1859,12,,,,63.2,
Armagh,1860,1,,,,89.3,
Armagh,1860,2,,,,28.4,
Armagh,1860,3,,,,52.5,
Armagh,1860,4,,,,37.4,
Armagh,1860,5,,,,78.3,
Armagh,1860,6,,,,94.6,
Armagh,1860,7,,,,34.9,
Armagh,1860,8,,,,126.0,
Armagh,1860,9,,,,23.1,
Armagh,1860,10,,,,56.1,
Armagh,1860,11,,,,47.4,
Armagh,1860,12,,,,54.2,
Armagh,1861,1,,,,86.4,
Armagh,1861,2,,,,68.0,
Armagh,1861,3,,,,126.4,
Armagh,1861,4,,,,28.7,
Armagh,1861,5,,,,23.9,
Armagh,1861,6,,,,158.9,
Armagh,1861,7,,,,115.8,
Armagh,1861,8,,,,138.5,
Armagh,1861,9,,,,103.4,
Armagh,1861,10,,,,69.0,
Armagh,1861,11,,,,81.8,
Armagh,1861,12,,,,54.5,
Armagh,1862,1,,,,118.8,
Armagh,1862,2,,,,25.1,
Armagh,1862,3,,,,77.1,
Armagh,1862,4,,,,69.8,
Armagh,1862,5,,,,109.3,
Armagh,1862,6,,,,87.0,
Armagh,1862,7,,,,103.6,
Armagh,1862,8,,,,60.5,
Armagh,1862,9,,,,43.9,
Armagh,1862,10,,,,121.0,
Armagh,1862,11,,,,46.0,
Armagh,1862,12,,,,84.4,
Armagh,1863,1,,,,72.1,
Armagh,1863,2,,,,20.5,
Armagh,1863,3,,,,42.9,
Armagh,1863,4,,,,44.1,
Armagh,1863,5,,,,41.9,
Armagh,1863,6,,,,106.4,
Armagh,1863,7,,,,6.7,
Armagh,1863,8,,,,88.9,
Armagh,1863,9,,,,99.3,
Armagh,1863,10,,,,144.5,
Armagh,1863,11,,,,78.0,
Armagh,1863,12,,,,52.0,
Armagh,1864,1,,,,46.3,
Armagh,1864,2,,,,35.6,
Armagh,1864,3,,,,58.6,
Armagh,1864,4,,,,50.2,
Armagh,1864,5,,,,47.2,
Armagh,1864,6,,,,57.8,
Armagh,1864,7,,,,43.5,
Armagh,1864,8,,,,56.4,
Armagh,1864,9,,,,71.6,
Armagh,1864,10,,,,63.2,
Armagh,1864,11,,,,144.1,
Armagh,1864,12,,,,53.9,
Armagh,1865,1,,,,73.9,
Armagh,1865,2,,,,114.3,
Armagh,1865,3,,,,59.0,
Armagh,1865,4,14.8,5.5,0.0,25.7,
Armagh,1865,5,15.7,8.0,0.0,108.9,
Armagh,1865,6,21.0,11.6,0.0,16.0,
Armagh,1865,7,20.5,12.5,0.0,51.8,
Armagh,1865,8,19.0,11.4,0.0,88.0,
Armagh,1865,9,20.4,11.6,0.0,12.4,
Armagh,1865,10,13.7,6.8,0.0,139.8,
Armagh,1865,11,9.6,3.1,2.0,52.3,
Armagh,1865,12,9.7,4.9,0.0,90.8,
Armagh,1866,1,8.2,2.5,4.0,110.4,
Armagh,1866,2,7.7,0.9,8.0,64.0,
Armagh,1866,3,8.3,1.7,12.0,66.6,
Armagh,1866,4,12.2,4.6,1.0,52.9,
Armagh,1866,5,15.0,5.7,0.0,40.2,
Armagh,1866,6,18.5,10.5,0.0,48.0,
Armagh,1866,7,19.9,12.0,0.0,62.4,
Armagh,1866,8,17.9,10.6,0.0,92.5,
Armagh,1866,9,15.1,7.6,0.0,99.3,
Armagh,1866,10,13.5,7.2,0.0,56.0,
Armagh,1866,11,10.2,4.4,0.0,85.0,
Armagh,1866,12,9.5,3.4,3.0,,
Armagh,1867,1,4.2,-2.2,18.0,121.0,
Armagh,1867,2,9.8,4.1,0.0,93.6,
Armagh,1867,3,7.0,0.5,13.0,56.1,
Armagh,1867,4,12.8,5.9,0.0,134.2,
Armagh,1867,5,15.4,7.5,0.0,107.6,
Armagh,1867,6,18.9,10.8,0.0,23.2,
Armagh,1867,7,19.6,11.0,0.0,108.4,
Armagh,1867,8,19.9,12.2,0.0,68.1,
Armagh,1867,9,17.1,9.7,0.0,35.4,
Armagh,1867,10,12.8,6.6,0.0,125.2,
Armagh,1867,11,9.0,3.3,4.0,25.0,
Armagh,1867,12,7.8,2.4,9.0,55.6,
Armagh,1868,1,7.3,1.9,7.0,138.2,
Armagh,1868,2,9.9,3.5,3.0,96.8,
Armagh,1868,3,11.2,4.1,1.0,128.1,
Armagh,1868,4,14.1,5.6,0.0,76.7,
Armagh,1868,5,16.9,8.1,0.0,47.8,
Armagh,1868,6,19.9,10.7,0.0,28.8,
Armagh,1868,7,22.9,13.0,0.0,29.3,
Armagh,1868,8,19.7,11.5,0.0,91.1,
Armagh,1868,9,17.1,9.7,0.0,53.8,
Armagh,1868,10,12.0,4.6,1.0,73.1,
Armagh,1868,11,7.9,2.2,6.0,111.7,
Armagh,1868,12,9.5,3.6,2.0,162.9,
Armagh,1869,1,8.5,4.1,2.0,91.6,
Armagh,1869,2,10.4,4.8,0.0,183.1,
Armagh,1869,3,8.1,1.1,10.0,66.0,
Armagh,1869,4,14.5,5.6,0.0,86.8,
Armagh,1869,5,12.6,5.0,0.0,71.3,
Armagh,1869,6,17.9,8.8,0.0,31.4,
Armagh,1869,7,22.5,12.6,0.0,46.0,
Armagh,1869,8,19.7,11.0,0.0,43.8,
Armagh,1869,9,17.0,10.0,0.0,125.7,
Armagh,1869,10,14.2,7.6,0.0,51.0,
Armagh,1869,11,10.4,3.1,9.0,123.7,
Armagh,1869,12,6.2,-0.5,12.0,162.8,
Armagh,1870,1,6.9,1.0,11.0,92.1,
Armagh,1870,2,6.7,0.2,12.0,68.6,
Armagh,1870,3,10.2,2.4,7.0,36.2,
Armagh,1870,4,14.5,5.1,0.0,33.5,
Armagh,1870,5,16.0,7.4,0.0,60.1,
Armagh,1870,6,19.8,10.5,0.0,23.7,
Armagh,1870,7,21.6,12.7,0.0,41.3,
Armagh,1870,8,21.6,11.1,0.0,51.9,
Armagh,1870,9,18.2,10.3,0.0,75.0,
Armagh,1870,10,13.1,5.7,1.0,226.4,
Armagh,1870,11,8.5,2.1,7.0,45.3,
Armagh,1870,12,4.7,-1.5,17.0,91.1,
Armagh,1871,1,5.1,-0.1,14.0,104.8,
Armagh,1871,2,10.2,4.8,0.0,88.5,
Armagh,1871,3,11.6,3.2,4.0,52.7,
Armagh,1871,4,13.2,5.3,1.0,86.0,
Armagh,1871,5,17.4,7.1,0.0,10.1,
Armagh,1871,6,18.5,10.0,0.0,44.3,
Armagh,1871,7,19.8,11.2,0.0,118.1,
Armagh,1871,8,20.8,12.0,0.0,65.6,
Armagh,1871,9,16.0,8.3,0.0,102.1,
Armagh,1871,10,13.8,6.7,0.0,74.4,
Armagh,1871,11,8.4,2.5,5.0,50.3,
Armagh,1871,12,7.6,1.1,9.0,64.7,
Armagh,1872,1,7.9,1.5,8.0,150.4,
Armagh,1872,2,9.9,4.2,0.0,86.5,
Armagh,1872,3,10.6,3.6,4.0,67.5,
Armagh,1872,4,13.1,4.5,0.0,106.7,
Armagh,1872,5,14.4,6.2,0.0,55.5,
Armagh,1872,6,18.2,9.5,0.0,93.8,
Armagh,1872,7,21.3,12.7,0.0,64.2,
Armagh,1872,8,19.8,11.9,0.0,65.1,
Armagh,1872,9,16.4,9.7,0.0,131.9,
Armagh,1872,10,11.8,4.5,1.0,133.5,
Armagh,1872,11,9.2,2.8,3.0,135.0,
Armagh,1872,12,7.4,2.0,11.0,158.9,
Armagh,1873,1,7.8,1.9,6.0,152.7,
Armagh,1873,2,6.2,-0.4,14.0,12.5,
Armagh,1873,3,9.2,2.1,6.0,53.8,
Armagh,1873,4,13.1,4.6,2.0,13.7,
Armagh,1873,5,15.3,6.1,0.0,49.0,
Armagh,1873,6,19.8,10.7,0.0,34.9,
Armagh,1873,7,20.5,12.5,0.0,134.1,
Armagh,1873,8,18.6,11.6,0.0,123.6,
Armagh,1873,9,16.2,7.8,0.0,70.6,
Armagh,1873,10,11.9,4.5,5.0,79.8,
Armagh,1873,11,9.3,2.9,0.0,79.8,
Armagh,1873,12,9.9,4.1,3.0,36.4,
Armagh,1874,1,8.9,2.6,3.0,74.8,
Armagh,1874,2,9.0,2.4,3.0,55.0,
Armagh,1874,3,11.4,4.1,4.0,60.7,
Armagh,1874,4,14.8,5.5,0.0,55.3,
Armagh,1874,5,15.2,6.6,0.0,29.0,
Armagh,1874,6,20.0,9.5,0.0,28.9,
Armagh,1874,7,21.6,12.4,0.0,76.7,
Armagh,1874,8,19.7,11.1,0.0,105.7,
Armagh,1874,9,16.2,9.5,0.0,79.0,
Armagh,1874,10,12.7,4.9,0.0,97.2,
Armagh,1874,11,10.4,4.4,1.0,81.7,
Armagh,1874,12,4.8,-1.6,21.0,77.3,
Armagh,1875,1,9.7,3.9,3.0,98.9,
Armagh,1875,2,7.3,1.1,6.0,43.7,
Armagh,1875,3,9.5,2.9,3.0,30.8,
Armagh,1875,4,14.7,4.5,0.0,8.4,
Armagh,1875,5,17.7,8.2,0.0,42.7,
Armagh,1875,6,18.6,9.5,0.0,83.4,
Armagh,1875,7,19.5,10.0,0.0,96.3,
Armagh,1875,8,20.7,12.8,0.0,95.0,
Armagh,1875,9,18.3,11.1,0.0,128.1,
Armagh,1875,10,12.8,6.5,0.0,120.9,
Armagh,1875,11,8.6,2.6,8.0,100.8,
Armagh,1875,12,7.3,0.8,12.0,51.6,
Armagh,1876,1,8.3,2.3,8.0,33.4,
Armagh,1876,2,8.5,1.0,9.0,99.8,
Armagh,1876,3,8.3,0.2,14.0,90.3,
Armagh,1876,4,12.5,3.7,4.0,46.1,
Armagh,1876,5,15.7,6.2,0.0,12.0,
Armagh,1876,6,19.1,9.3,0.0,38.6,
Armagh,1876,7,21.8,11.5,0.0,52.3,
Armagh,1876,8,20.5,11.1,0.0,66.1,
Armagh,1876,9,16.4,9.0,0.0,70.6,
Armagh,1876,10,14.2,8.7,0.0,98.6,
Armagh,1876,11,9.8,4.3,5.0,71.5,
Armagh,1876,12,9.1,3.3,6.0,178.3,
Armagh,1877,1,8.5,2.0,5.0,133.5,
Armagh,1877,2,9.4,2.8,3.0,76.8,
Armagh,1877,3,9.8,1.5,9.0,73.2,
Armagh,1877,4,10.7,3.8,0.0,81.4,
Armagh,1877,5,14.3,5.3,1.0,69.1,
Armagh,1877,6,19.7,10.3,0.0,78.0,
Armagh,1877,7,19.0,10.8,0.0,80.7,
Armagh,1877,8,18.9,11.0,0.0,77.8,
Armagh,1877,9,16.0,7.6,0.0,47.8,
Armagh,1877,10,13.9,6.7,0.0,87.1,
Armagh,1877,11,10.0,3.3,2.0,95.9,
Armagh,1877,12,8.4,1.9,6.0,88.6,
Armagh,1878,1,8.5,2.3,6.0,90.6,
Armagh,1878,2,9.6,3.5,2.0,42.8,
Armagh,1878,3,10.2,2.9,8.0,38.3,
Armagh,1878,4,13.8,5.2,2.0,34.3,
Armagh,1878,5,16.3,7.9,0.0,105.8,
Armagh,1878,6,19.4,10.6,0.0,91.4,
Armagh,1878,7,21.5,12.2,0.0,4.3,
Armagh,1878,8,20.6,12.5,0.0,72.5,
Armagh,1878,9,17.8,9.9,0.0,109.5,
Armagh,1878,10,13.9,7.4,0.0,75.5,
Armagh,1878,11,6.9,-0.3,16.0,42.8,
Armagh,1878,12,3.3,-4.2,27.0,47.1,
Armagh,1879,1,4.2,-2.0,21.0,45.0,
Armagh,1879,2,6.7,0.7,9.0,43.6,
Armagh,1879,3,8.6,1.0,10.0,52.2,
Armagh,1879,4,10.9,2.6,4.0,61.4,
Armagh,1879,5,14.4,4.8,0.0,87.6,
Armagh,1879,6,17.8,9.8,0.0,136.2,
Armagh,1879,7,17.7,10.6,0.0,133.2,
Armagh,1879,8,18.7,10.5,0.0,81.1,
Armagh,1879,9,15.7,8.2,0.0,96.0,
Armagh,1879,10,12.4,5.5,1.0,38.5,
Armagh,1879,11,9.0,2.9,5.0,35.4,
Armagh,1879,12,5.4,-1.4,16.0,49.0,
Armagh,1880,1,6.8,1.3,9.0,35.0,
Armagh,1880,2,9.7,3.0,3.0,67.2,
Armagh,1880,3,11.3,3.2,2.0,48.9,
Armagh,1880,4,12.7,3.9,0.0,108.6,
Armagh,1880,5,16.1,6.5,0.0,27.2,
Armagh,1880,6,17.0,9.7,0.0,111.9,
Armagh,1880,7,17.1,10.9,0.0,149.1,
Armagh,1880,8,19.6,13.1,0.0,27.7,
Armagh,1880,9,17.1,10.6,0.0,105.7,
Armagh,1880,10,9.4,3.4,4.0,28.4,
Armagh,1880,11,8.1,2.8,6.0,88.4,
Armagh,1880,12,6.9,2.2,12.0,64.2,
Armagh,1881,1,2.0,-3.3,20.0,10.3,
Armagh,1881,2,6.2,1.6,7.0,70.5,
Armagh,1881,3,8.3,2.2,12.0,81.6,
Armagh,1881,4,10.4,3.8,5.0,52.0,
Armagh,1881,5,15.6,7.4,0.0,52.3,
Armagh,1881,6,15.9,9.2,0.0,103.6,
Armagh,1881,7,17.9,11.0,0.0,64.4,
Armagh,1881,8,16.0,9.8,0.0,106.8,
Armagh,1881,9,14.9,8.5,0.0,57.1,
Armagh,1881,10,10.8,5.1,3.0,56.7,
Armagh,1881,11,11.5,5.9,0.0,87.8,
Armagh,1881,12,6.2,1.2,9.0,74.6,
Armagh,1882,1,8.3,3.9,0.0,47.6,
Armagh,1882,2,9.5,4.7,0.0,47.4,
Armagh,1882,3,10.4,4.2,1.0,76.2,
Armagh,1882,4,11.1,4.0,1.0,93.8,
Armagh,1882,5,15.3,6.3,0.0,86.1,
Armagh,1882,6,16.2,8.9,0.0,77.3,
Armagh,1882,7,17.4,11.0,0.0,124.7,
Armagh,1882,8,17.7,11.2,0.0,78.8,
Armagh,1882,9,14.0,7.6,0.0,78.3,
Armagh,1882,10,12.3,6.6,1.0,66.0,
Armagh,1882,11,7.9,1.9,6.0,114.0,
Armagh,1882,12,4.7,-0.1,11.0,87.2,
Armagh,1883,1,7.5,2.8,1.0,99.5,
Armagh,1883,2,7.9,2.9,2.0,102.2,
Armagh,1883,3,6.5,-0.2,17.0,32.4,
Armagh,1883,4,11.9,3.6,1.0,50.3,
Armagh,1883,5,14.0,6.0,0.0,53.2,
Armagh,1883,6,16.3,9.0,0.0,72.1,
Armagh,1883,7,16.6,9.8,0.0,51.5,
Armagh,1883,8,17.5,11.1,0.0,58.7,
Armagh,1883,9,15.2,9.2,0.0,125.0,
Armagh,1883,10,12.3,6.2,0.0,78.7,
Armagh,1883,11,8.2,2.7,3.0,107.4,
Armagh,1883,12,7.7,2.6,4.0,54.5,
Armagh,1884,1,8.1,3.7,3.0,113.9,
Armagh,1884,2,7.4,2.4,2.0,88.0,
Armagh,1884,3,9.0,3.6,2.0,85.6,
Armagh,1884,4,11.2,3.2,2.0,42.6,
Armagh,1884,5,14.6,5.9,0.0,75.8,
Armagh,1884,6,17.4,8.9,0.0,21.3,
Armagh,1884,7,18.4,11.5,0.0,95.2,
Armagh,1884,8,18.8,11.8,0.0,62.5,
Armagh,1884,9,16.8,9.5,0.0,71.5,
Armagh,1884,10,12.2,5.9,0.0,93.6,
Armagh,1884,11,8.2,4.6,0.0,51.1,
Armagh,1884,12,6.2,1.6,6.0,86.1,
Armagh,1885,1,6.5,1.5,6.0,54.9,
Armagh,1885,2,8.9,1.7,7.0,77.3,
Armagh,1885,3,8.5,0.2,16.0,43.5,
Armagh,1885,4,11.1,3.4,2.0,62.1,
Armagh,1885,5,12.6,3.9,1.0,38.0,
Armagh,1885,6,17.0,7.2,0.0,14.1,
Armagh,1885,7,19.8,10.2,0.0,48.5,
Armagh,1885,8,18.5,9.0,0.0,49.5,
Armagh,1885,9,15.3,7.2,0.0,110.6,
Armagh,1885,10,10.1,3.5,3.0,74.2,
Armagh,1885,11,8.8,3.2,5.0,46.2,
Armagh,1885,12,6.9,1.8,11.0,36.0,
Armagh,1886,1,4.7,-0.8,18.0,107.9,
Armagh,1886,2,5.9,0.7,11.0,50.4,
Armagh,1886,3,7.5,1.3,16.0,61.6,
Armagh,1886,4,11.4,2.5,6.0,33.1,
Armagh,1886,5,13.6,5.1,0.0,90.0,
Armagh,1886,6,17.0,8.6,0.0,41.8,
Armagh,1886,7,18.4,10.3,0.0,76.3,
Armagh,1886,8,18.5,10.4,0.0,63.0,
Armagh,1886,9,15.8,7.7,0.0,83.6,
Armagh,1886,10,13.1,7.0,0.0,120.5,
Armagh,1886,11,9.7,3.7,0.0,75.0,
Armagh,1886,12,4.6,1.1,10.0,106.1,
Armagh,1887,1,6.6,1.2,12.0,54.4,
Armagh,1887,2,8.5,1.6,8.0,34.1,
Armagh,1887,3,8.1,0.7,12.0,25.6,
Armagh,1887,4,10.8,1.1,12.0,37.1,
Armagh,1887,5,14.5,5.7,1.0,34.0,
Armagh,1887,6,21.5,10.3,0.0,16.9,
Armagh,1887,7,20.2,11.7,0.0,81.9,
Armagh,1887,8,18.7,9.9,0.0,111.0,
Armagh,1887,9,15.2,6.8,0.0,43.8,
Armagh,1887,10,10.6,4.4,2.0,45.6,
Armagh,1887,11,7.4,1.5,7.0,57.3,
Armagh,1887,12,6.2,0.6,11.0,64.8,
Armagh,1888,1,8.0,2.2,8.0,38.2,
Armagh,1888,2,5.9,-0.1,17.0,7.4,
Armagh,1888,3,6.4,-0.5,18.0,77.0,
Armagh,1888,4,10.8,2.7,5.0,42.1,
Armagh,1888,5,15.1,5.2,0.0,55.3,
Armagh,1888,6,16.8,8.2,0.0,123.6,
Armagh,1888,7,16.8,9.4,0.0,110.7,
Armagh,1888,8,17.5,9.1,0.0,64.8,
Armagh,1888,9,15.1,6.8,0.0,23.9,
Armagh,1888,10,12.4,5.0,2.0,30.5,
Armagh,1888,11,10.0,4.9,1.0,112.8,
Armagh,1888,12,8.3,2.6,7.0,59.6,
Armagh,1889,1,7.5,2.0,6.0,56.5,
Armagh,1889,2,7.0,0.4,11.0,37.5,
Armagh,1889,3,9.3,2.2,11.0,43.5,
Armagh,1889,4,10.0,3.6,0.0,80.9,
Armagh,1889,5,15.7,7.8,0.0,80.1,
Armagh,1889,6,19.1,8.7,0.0,6.2,
Armagh,1889,7,18.6,9.1,0.0,73.9,
Armagh,1889,8,17.0,10.2,0.0,169.0,
Armagh,1889,9,16.0,9.0,0.0,53.6,
Armagh,1889,10,11.6,4.5,1.0,84.0,
Armagh,1889,11,9.9,4.5,5.0,35.1,
Armagh,1889,12,8.3,2.7,4.0,57.6,
Armagh,1890,1,8.8,2.6,5.0,77.4,
Armagh,1890,2,6.9,1.5,6.0,21.0,
Armagh,1890,3,9.9,2.7,8.0,65.8,
Armagh,1890,4,12.0,2.6,4.0,33.3,
Armagh,1890,5,15.2,6.9,0.0,35.1,
Armagh,1890,6,17.1,9.2,0.0,64.3,
Armagh,1890,7,17.6,9.3,0.0,58.2,
Armagh,1890,8,17.1,8.4,0.0,86.9,
Armagh,1890,9,17.8,10.3,0.0,72.5,
Armagh,1890,10,13.5,6.6,0.0,60.7,
Armagh,1890,11,9.7,2.8,6.0,154.4,
Armagh,1890,12,5.1,0.2,13.0,39.8,
Armagh,1891,1,5.9,0.1,10.0,31.8,
Armagh,1891,2,10.1,2.2,6.0,5.5,
Armagh,1891,3,8.4,0.2,14.0,44.1,
Armagh,1891,4,9.8,1.7,6.0,55.3,
Armagh,1891,5,13.5,4.3,1.0,53.0,
Armagh,1891,6,18.9,9.7,0.0,67.8,
Armagh,1891,7,18.4,10.5,0.0,39.4,
Armagh,1891,8,17.2,10.4,0.0,122.6,
Armagh,1891,9,17.2,9.4,0.0,41.5,
Armagh,1891,10,12.7,4.4,4.0,86.5,
Armagh,1891,11,8.2,2.3,4.0,67.0,
Armagh,1891,12,7.8,2.0,6.0,109.1,
Armagh,1892,1,5.4,-0.5,14.0,52.6,
Armagh,1892,2,6.7,1.4,10.0,27.5,
Armagh,1892,3,7.4,-1.0,21.0,18.4,
Armagh,1892,4,13.1,1.4,9.0,17.9,
Armagh,1892,5,15.3,6.4,1.0,129.7,
Armagh,1892,6,17.2,7.5,0.0,65.6,
Armagh,1892,7,17.3,9.3,0.0,67.9,
Armagh,1892,8,17.7,10.2,0.0,196.1,
Armagh,1892,9,14.9,7.3,0.0,57.5,
Armagh,1892,10,10.3,2.4,6.0,59.3,
Armagh,1892,11,9.8,3.8,3.0,94.5,
Armagh,1892,12,5.6,0.4,15.0,38.7,
Armagh,1893,1,5.9,1.4,9.0,52.3,
Armagh,1893,2,7.6,1.8,7.0,59.9,
Armagh,1893,3,11.6,3.1,1.0,25.4,
Armagh,1893,4,14.8,4.4,2.0,26.0,
Armagh,1893,5,16.1,8.3,0.0,25.7,
Armagh,1893,6,19.6,9.8,0.0,40.6,
Armagh,1893,7,19.4,10.8,0.0,59.6,
Armagh,1893,8,19.8,11.6,0.0,111.5,
Armagh,1893,9,16.1,7.8,0.0,36.0,
Armagh,1893,10,12.7,5.1,2.0,72.4,
Armagh,1893,11,8.2,1.8,10.0,36.8,
Armagh,1893,12,7.7,2.5,5.0,71.0,
Armagh,1894,1,6.2,0.7,11.0,119.3,
Armagh,1894,2,9.0,2.5,3.0,89.9,
Armagh,1894,3,11.1,1.9,5.0,44.8,
Armagh,1894,4,12.7,5.7,0.0,65.6,
Armagh,1894,5,12.6,3.8,4.0,65.8,
Armagh,1894,6,16.7,7.9,0.0,77.3,
Armagh,1894,7,18.7,10.5,0.0,86.5,
Armagh,1894,8,16.7,10.0,0.0,59.2,
Armagh,1894,9,15.4,5.6,0.0,2.0,
Armagh,1894,10,12.4,5.0,5.0,112.3,
Armagh,1894,11,10.2,4.0,3.0,51.2,
Armagh,1894,12,8.1,2.6,6.0,69.0,
Armagh,1895,1,2.9,-2.5,21.0,53.2,
Armagh,1895,2,3.1,-4.2,22.0,9.7,
Armagh,1895,3,8.9,2.8,6.0,85.5,
Armagh,1895,4,11.8,3.6,4.0,29.1,
Armagh,1895,5,16.9,6.1,0.0,6.7,
Armagh,1895,6,20.0,8.0,0.0,56.9,
Armagh,1895,7,17.8,9.6,0.0,134.0,
Armagh,1895,8,18.1,10.3,0.0,115.3,
Armagh,1895,9,19.0,9.8,0.0,30.6,
Armagh,1895,10,10.7,2.7,9.0,81.0,
Armagh,1895,11,9.5,3.4,5.0,76.6,
Armagh,1895,12,5.9,1.3,7.0,93.8,
Armagh,1896,1,8.0,3.1,5.0,41.6,
Armagh,1896,2,9.2,4.0,0.0,32.2,
Armagh,1896,3,9.8,2.6,1.0,73.2,
Armagh,1896,4,13.4,5.2,0.0,32.3,
Armagh,1896,5,17.6,6.7,1.0,15.8,
Armagh,1896,6,19.4,10.1,0.0,84.2,
Armagh,1896,7,18.3,10.0,0.0,172.7,
Armagh,1896,8,17.4,8.6,0.0,41.4,
Armagh,1896,9,15.3,8.2,0.0,124.4,
Armagh,1896,10,9.8,2.3,7.0,55.9,
Armagh,1896,11,8.3,2.1,7.0,22.4,
Armagh,1896,12,6.6,0.7,8.0,86.8,
Armagh,1897,1,5.4,-1.3,18.0,38.0,
Armagh,1897,2,8.9,3.5,2.0,46.9,
Armagh,1897,3,9.3,2.6,6.0,103.3,
Armagh,1897,4,10.2,1.9,5.0,77.3,
Armagh,1897,5,14.2,4.4,0.0,50.6,
Armagh,1897,6,17.4,9.6,0.0,127.1,
Armagh,1897,7,20.0,10.5,0.0,48.8,
Armagh,1897,8,18.5,10.4,0.0,144.7,
Armagh,1897,9,15.7,6.7,0.0,31.2,
Armagh,1897,10,13.5,6.5,0.0,57.6,
Armagh,1897,11,10.7,4.6,2.0,64.3,
Armagh,1897,12,8.4,2.2,7.0,108.7,
Armagh,1898,1,9.5,4.9,1.0,41.5,
Armagh,1898,2,7.7,1.2,8.0,81.2,
Armagh,1898,3,8.8,0.8,13.0,21.5,
Armagh,1898,4,12.9,4.3,1.0,74.6,
Armagh,1898,5,13.9,4.8,0.0,91.9,
Armagh,1898,6,17.3,8.3,0.0,67.7,
Armagh,1898,7,19.0,8.8,0.0,14.3,
Armagh,1898,8,19.1,10.5,1.0,88.7,
Armagh,1898,9,18.2,10.5,0.0,111.6,
Armagh,1898,10,13.4,7.4,0.0,81.3,
Armagh,1898,11,9.5,3.8,4.0,64.6,
Armagh,1898,12,9.8,4.6,2.0,64.6,
Armagh,1899,1,6.9,0.8,11.0,67.1,
Armagh,1899,2,8.3,1.9,6.0,68.0,
Armagh,1899,3,10.3,1.8,11.0,44.5,
Armagh,1899,4,11.4,3.7,3.0,90.5,
Armagh,1899,5,14.1,5.0,0.0,96.1,
Armagh,1899,6,20.1,9.6,0.0,71.2,
Armagh,1899,7,19.1,11.9,0.0,40.3,
Armagh,1899,8,21.5,11.7,0.0,54.3,
Armagh,1899,9,16.1,8.3,0.0,92.6,
Armagh,1899,10,13.9,5.0,1.0,43.0,
Armagh,1899,11,11.4,6.6,0.0,70.3,
Armagh,1899,12,6.4,1.5,8.0,92.6,
Armagh,1900,1,7.4,2.1,3.0,68.3,
Armagh,1900,2,5.4,-1.2,16.0,61.8,
