station,year,month,tmax,tmin,af,rain,sun
Oxford,1883,11,10.3,3.3,4.0,79.4,
Oxford,1883,12,7.3,2.7,5.0,11.4,
Oxford,1884,1,9.5,5.1,0.0,55.7,
Oxford,1884,2,8.9,3.1,4.0,32.2,
Oxford,1884,3,10.9,3.0,4.0,39.3,
Oxford,1884,4,11.7,3.1,6.0,40.2,
Oxford,1884,5,17.6,6.6,0.0,19.4,
Oxford,1884,6,19.5,9.9,0.0,54.6,
Oxford,1884,7,21.5,12.4,0.0,57.5,
Oxford,1884,8,23.9,12.0,0.0,38.7,
Oxford,1884,9,19.7,10.9,0.0,31.2,
Oxford,1884,10,13.7,6.1,0.0,19.4,
Oxford,1884,11,8.8,2.6,10.0,41.4,
Oxford,1884,12,7.3,2.9,4.0,51.3,
Oxford,1885,1,5.0,0.9,14.0,49.4,
Oxford,1885,2,9.8,3.8,4.0,73.3,
Oxford,1885,3,9.4,1.2,10.0,29.8,
Oxford,1885,4,13.0,3.6,4.0,45.0,
Oxford,1885,5,13.7,5.3,0.0,53.5,
Oxford,1885,6,19.8,9.8,0.0,39.9,
Oxford,1885,7,22.7,11.9,0.0,3.1,
Oxford,1885,8,18.9,9.9,0.0,41.7,
Oxford,1885,9,17.1,8.6,0.0,111.9,
Oxford,1885,10,11.2,4.8,0.0,98.4,
Oxford,1885,11,8.4,4.0,5.0,91.0,
Oxford,1885,12,6.4,1.3,11.0,24.8,
Oxford,1886,1,4.6,-0.5,15.0,97.6,
Oxford,1886,2,3.3,-1.1,20.0,19.9,
Oxford,1886,3,7.8,1.5,17.0,41.8,
Oxford,1886,4,12.9,3.8,4.0,59.0,
Oxford,1886,5,15.7,7.0,0.0,122.3,
Oxford,1886,6,18.6,9.5,0.0,33.6,
Oxford,1886,7,21.8,12.0,0.0,93.5,
Oxford,1886,8,21.2,12.0,0.0,39.7,
Oxford,1886,9,19.0,10.3,0.0,49.7,
Oxford,1886,10,15.1,8.7,0.0,88.1,
Oxford,1886,11,9.5,3.8,5.0,64.3,
Oxford,1886,12,5.5,-0.3,13.0,120.8,
Oxford,1887,1,4.7,-0.5,15.0,65.3,
Oxford,1887,2,7.5,0.5,17.0,15.2,
Oxford,1887,3,7.3,-0.1,13.0,45.7,
Oxford,1887,4,11.6,1.9,5.0,29.1,
Oxford,1887,5,14.4,6.1,0.0,49.9,
Oxford,1887,6,21.6,10.2,0.0,32.8,
Oxford,1887,7,24.0,12.4,0.0,18.0,
Oxford,1887,8,22.2,10.5,0.0,40.5,
Oxford,1887,9,16.3,8.1,0.0,61.2,
Oxford,1887,10,11.5,3.5,6.0,53.7,
Oxford,1887,11,7.8,2.2,8.0,46.0,
Oxford,1887,12,5.7,0.3,17.0,35.3,
Oxford,1888,1,5.6,0.7,17.0,19.8,
Oxford,1888,2,4.1,-0.7,20.0,71.7,
Oxford,1888,3,6.9,0.9,15.0,77.6,
Oxford,1888,4,10.4,3.0,8.0,39.5,
Oxford,1888,5,16.3,6.3,0.0,39.4,
Oxford,1888,6,18.3,9.6,0.0,77.0,
Oxford,1888,7,18.0,10.9,0.0,119.6,
Oxford,1888,8,19.0,10.5,0.0,47.6,
Oxford,1888,9,17.6,8.8,0.0,33.0,
Oxford,1888,10,13.0,3.7,9.0,19.5,
Oxford,1888,11,10.5,6.0,0.0,114.8,
Oxford,1888,12,7.6,2.5,11.0,56.8,
Oxford,1889,1,5.1,-0.1,14.0,16.1,
Oxford,1889,2,5.8,-0.4,17.0,47.7,
Oxford,1889,3,9.0,1.4,12.0,50.4,
Oxford,1889,4,10.9,3.8,1.0,79.0,
Oxford,1889,5,17.3,8.9,0.0,87.4,
Oxford,1889,6,20.6,10.9,0.0,50.5,
Oxford,1889,7,20.0,11.3,0.0,72.4,
Oxford,1889,8,19.6,10.8,0.0,60.7,
Oxford,1889,9,17.5,9.1,0.0,45.2,
Oxford,1889,10,12.8,5.4,1.0,62.5,
Oxford,1889,11,9.5,4.3,4.0,26.5,
Oxford,1889,12,5.6,0.1,16.0,30.1,
Oxford,1890,1,8.7,3.3,3.0,51.0,
Oxford,1890,2,6.3,0.3,12.0,18.7,
Oxford,1890,3,10.1,2.6,5.0,21.9,
Oxford,1890,4,11.9,3.0,6.0,25.8,
Oxford,1890,5,17.0,6.6,0.0,45.2,
Oxford,1890,6,19.0,9.7,0.0,44.6,
Oxford,1890,7,19.3,11.2,0.0,77.2,
Oxford,1890,8,19.4,10.8,0.0,62.7,
Oxford,1890,9,20.2,9.9,0.0,26.3,
Oxford,1890,10,14.0,5.7,1.0,33.6,
Oxford,1890,11,9.2,3.0,7.0,47.1,
Oxford,1890,12,0.2,-4.0,25.0,13.3,
Oxford,1891,1,4.3,-1.9,20.0,39.4,
Oxford,1891,2,8.9,-0.2,13.0,2.5,
Oxford,1891,3,7.9,0.9,13.0,35.4,
Oxford,1891,4,11.2,2.2,5.0,24.0,
Oxford,1891,5,14.1,5.6,2.0,65.8,
Oxford,1891,6,19.9,10.4,0.0,36.3,
Oxford,1891,7,19.3,10.7,0.0,62.3,
Oxford,1891,8,18.0,10.9,0.0,119.7,
Oxford,1891,9,18.6,9.8,0.0,36.8,
Oxford,1891,10,13.2,6.6,1.0,150.1,
Oxford,1891,11,8.4,3.2,3.0,62.6,
Oxford,1891,12,7.3,1.6,9.0,86.1,
Oxford,1892,1,4.8,-0.3,18.0,12.0,
Oxford,1892,2,6.4,0.9,9.0,18.6,
Oxford,1892,3,6.9,-0.9,23.0,9.5,
Oxford,1892,4,14.3,1.7,10.0,19.5,
Oxford,1892,5,17.1,6.9,3.0,32.8,
Oxford,1892,6,19.2,8.7,0.0,52.7,
Oxford,1892,7,18.9,10.3,0.0,84.4,
Oxford,1892,8,20.4,11.5,0.0,78.7,
Oxford,1892,9,16.9,8.9,0.0,59.1,
Oxford,1892,10,11.1,4.0,4.0,85.6,
Oxford,1892,11,9.4,3.8,6.0,49.2,
Oxford,1892,12,4.7,-0.6,17.0,25.3,
Oxford,1893,1,4.4,-0.3,15.0,43.1,
Oxford,1893,2,8.0,2.5,5.0,69.4,
Oxford,1893,3,13.7,1.7,12.0,9.4,
Oxford,1893,4,18.0,3.9,2.0,1.5,
Oxford,1893,5,19.4,7.7,0.0,23.1,
Oxford,1893,6,21.8,10.2,0.0,19.6,
Oxford,1893,7,21.6,12.5,0.0,98.9,
Oxford,1893,8,23.2,13.0,0.0,27.7,
Oxford,1893,9,18.6,8.9,0.0,16.0,
Oxford,1893,10,14.3,6.6,1.0,73.5,
Oxford,1893,11,8.2,1.7,12.0,42.5,
Oxford,1893,12,7.8,1.3,5.0,47.7,
Oxford,1894,1,6.1,1.2,9.0,49.6,
Oxford,1894,2,8.6,2.2,7.0,41.3,
Oxford,1894,3,11.8,2.2,5.0,45.0,
Oxford,1894,4,15.0,5.1,0.0,46.9,
Oxford,1894,5,14.1,5.3,1.0,39.3,
Oxford,1894,6,18.2,9.9,0.0,74.0,
Oxford,1894,7,20.6,12.0,0.0,84.8,
Oxford,1894,8,18.6,11.0,0.0,69.7,
Oxford,1894,9,16.0,8.3,0.0,47.1,
Oxford,1894,10,12.5,6.9,1.0,89.4,
Oxford,1894,11,10.6,5.4,0.0,126.1,
Oxford,1894,12,7.5,2.8,9.0,52.6,
Oxford,1895,1,3.1,-1.8,20.0,66.3,
Oxford,1895,2,1.8,-5.3,24.0,4.4,
Oxford,1895,3,10.0,2.0,9.0,39.2,
Oxford,1895,4,13.1,5.0,1.0,46.4,
Oxford,1895,5,19.0,7.3,0.0,4.6,
Oxford,1895,6,21.4,9.8,0.0,28.6,
Oxford,1895,7,20.4,12.2,0.0,91.5,
Oxford,1895,8,20.5,12.1,0.0,62.5,
Oxford,1895,9,22.4,9.9,0.0,16.4,
Oxford,1895,10,11.6,3.9,8.0,76.6,
Oxford,1895,11,11.1,5.4,1.0,113.5,
Oxford,1895,12,6.8,1.9,6.0,56.5,
Oxford,1896,1,7.2,2.4,5.0,16.8,
Oxford,1896,2,8.0,1.4,9.0,10.1,
Oxford,1896,3,11.4,4.3,3.0,69.0,
Oxford,1896,4,14.0,5.4,0.0,17.5,
Oxford,1896,5,18.2,6.6,1.0,6.1,
Oxford,1896,6,21.9,12.0,0.0,65.0,
Oxford,1896,7,22.8,12.1,0.0,37.4,
Oxford,1896,8,19.6,10.6,0.0,79.8,
Oxford,1896,9,17.0,10.7,0.0,152.6,
Oxford,1896,10,11.5,4.5,3.0,81.1,
Oxford,1896,11,7.8,1.6,8.0,21.8,
Oxford,1896,12,6.7,1.7,11.0,77.3,
Oxford,1897,1,3.9,-0.2,15.0,44.7,
Oxford,1897,2,8.8,4.1,2.0,60.0,
Oxford,1897,3,10.6,4.1,3.0,73.6,
Oxford,1897,4,11.6,4.1,2.0,53.5,
Oxford,1897,5,15.7,5.7,1.0,17.9,
Oxford,1897,6,20.6,11.2,0.0,74.1,
Oxford,1897,7,22.4,12.3,0.0,67.1,
Oxford,1897,8,20.9,12.1,0.0,108.9,
Oxford,1897,9,16.7,8.9,0.0,59.7,
Oxford,1897,10,14.2,6.3,0.0,36.0,
Oxford,1897,11,10.2,4.3,2.0,29.8,
Oxford,1897,12,7.6,1.9,10.0,65.5,
Oxford,1898,1,8.6,4.2,5.0,12.8,
Oxford,1898,2,8.5,2.0,7.0,32.9,
Oxford,1898,3,8.5,0.6,15.0,17.6,
Oxford,1898,4,13.6,3.7,4.0,36.0,
Oxford,1898,5,14.8,6.8,0.0,61.7,
Oxford,1898,6,18.8,9.5,0.0,34.8,
Oxford,1898,7,21.3,11.1,0.0,15.2,
Oxford,1898,8,22.4,12.5,0.0,43.8,
Oxford,1898,9,22.2,10.0,0.0,10.5,
Oxford,1898,10,14.6,8.4,0.0,125.6,
Oxford,1898,11,10.4,4.7,3.0,50.9,
Oxford,1898,12,10.1,5.1,4.0,65.2,
Oxford,1899,1,8.5,2.9,5.0,75.3,
Oxford,1899,2,9.5,2.1,10.0,51.2,
Oxford,1899,3,10.6,0.4,16.0,7.4,
Oxford,1899,4,12.2,5.1,2.0,48.8,
Oxford,1899,5,15.4,6.2,0.0,38.0,
Oxford,1899,6,22.0,10.3,0.0,20.3,
Oxford,1899,7,23.8,13.3,0.0,42.9,
Oxford,1899,8,24.9,12.3,0.0,47.6,
Oxford,1899,9,18.6,10.3,0.0,58.2,
Oxford,1899,10,14.1,4.7,2.0,70.1,
Oxford,1899,11,11.3,5.4,3.0,66.6,
Oxford,1899,12,5.0,-0.2,14.0,33.2,
Oxford,1900,1,7.2,2.1,5.0,58.5,
Oxford,1900,2,6.0,0.7,14.0,107.0,
Oxford,1900,3,7.2,0.9,8.0,12.9,
Oxford,1900,4,13.8,3.8,3.0,22.8,
Oxford,1900,5,15.2,6.3,0.0,34.0,
Oxford,1900,6,19.5,10.6,0.0,69.4,
Oxford,1900,7,24.3,13.4,0.0,22.4,
Oxford,1900,8,20.4,11.5,0.0,79.8,
Oxford,1900,9,19.6,9.2,0.0,10.4,
Oxford,1900,10,14.2,6.7,0.0,59.1,
Oxford,1900,11,10.3,5.4,2.0,42.2,
Oxford,1900,12,10.2,5.0,2.0,81.9,
Oxford,1901,1,6.0,1.0,15.0,26.9,
Oxford,1901,2,4.9,0.1,13.0,32.8,
Oxford,1901,3,7.6,1.2,8.0,36.1,
Oxford,1901,4,14.0,4.3,1.0,53.2,
Oxford,1901,5,17.4,6.2,1.0,31.8,
Oxford,1901,6,19.8,9.4,0.0,38.6,
Oxford,1901,7,23.8,13.2,0.0,118.1,
Oxford,1901,8,21.4,11.5,0.0,54.3,
Oxford,1901,9,18.5,10.0,0.0,47.0,
Oxford,1901,10,14.1,6.2,3.0,30.5,
Oxford,1901,11,8.1,1.7,11.0,13.4,
Oxford,1901,12,6.4,0.9,12.0,83.5,
Oxford,1902,1,7.8,2.6,10.0,17.1,
Oxford,1902,2,4.7,-0.5,18.0,26.9,
Oxford,1902,3,11.0,3.8,4.0,30.8,
Oxford,1902,4,12.7,3.5,4.0,30.6,
Oxford,1902,5,13.8,5.4,1.0,38.6,
Oxford,1902,6,18.5,9.8,0.0,50.1,
Oxford,1902,7,20.5,11.0,0.0,15.7,
Oxford,1902,8,19.6,11.1,0.0,56.0,
Oxford,1902,9,18.0,8.5,0.0,27.9,
Oxford,1902,10,13.0,6.8,0.0,39.0,
Oxford,1902,11,9.6,4.5,4.0,56.8,
Oxford,1902,12,7.0,2.5,7.0,33.9,
Oxford,1903,1,6.9,2.4,8.0,65.4,
Oxford,1903,2,10.5,4.5,1.0,19.8,
Oxford,1903,3,11.1,4.3,0.0,77.1,
Oxford,1903,4,11.0,2.6,9.0,58.5,
Oxford,1903,5,16.2,7.2,0.0,111.0,
Oxford,1903,6,17.5,8.9,0.0,141.8,
Oxford,1903,7,20.7,11.9,0.0,88.2,
Oxford,1903,8,18.8,10.9,0.0,84.7,
Oxford,1903,9,17.8,9.7,0.0,39.3,
Oxford,1903,10,14.0,8.5,0.0,163.3,
Oxford,1903,11,9.6,3.9,4.0,38.2,
Oxford,1903,12,5.7,1.6,10.0,26.5,
Oxford,1904,1,6.8,1.4,10.0,79.1,
Oxford,1904,2,6.4,1.5,8.0,76.0,
Oxford,1904,3,8.3,1.6,7.0,26.4,
Oxford,1904,4,13.8,5.4,0.0,20.4,
Oxford,1904,5,15.6,7.4,0.0,81.7,
Oxford,1904,6,18.8,9.2,0.0,26.5,
Oxford,1904,7,23.2,13.0,0.0,85.1,
Oxford,1904,8,20.6,11.0,0.0,38.7,
Oxford,1904,9,17.3,7.9,0.0,31.6,
Oxford,1904,10,13.5,6.3,1.0,21.8,
Oxford,1904,11,8.5,2.0,11.0,39.5,
Oxford,1904,12,6.4,1.6,11.0,46.9,
Oxford,1905,1,6.3,0.4,15.0,19.9,
Oxford,1905,2,8.4,3.2,2.0,10.2,
Oxford,1905,3,11.1,3.9,2.0,75.7,
Oxford,1905,4,11.5,4.5,1.0,49.0,
Oxford,1905,5,16.7,6.1,1.0,19.5,
Oxford,1905,6,19.5,10.9,0.0,105.1,
Oxford,1905,7,23.3,13.4,0.0,4.0,
Oxford,1905,8,19.7,11.4,0.0,80.4,
Oxford,1905,9,16.8,9.4,0.0,32.5,
Oxford,1905,10,11.4,3.8,6.0,35.4,
Oxford,1905,11,8.3,2.2,7.0,75.5,
Oxford,1905,12,7.0,2.2,7.0,25.1,
Oxford,1906,1,8.4,3.1,3.0,89.3,
Oxford,1906,2,6.6,0.7,10.0,40.4,
Oxford,1906,3,9.3,2.1,9.0,32.2,
Oxford,1906,4,13.8,2.1,9.0,9.0,
Oxford,1906,5,15.5,7.2,0.0,45.0,
Oxford,1906,6,20.2,9.3,0.0,86.9,
Oxford,1906,7,22.2,11.6,0.0,26.7,
Oxford,1906,8,23.4,12.6,0.0,25.4,
Oxford,1906,9,20.4,9.4,0.0,25.0,
Oxford,1906,10,14.9,8.3,0.0,104.8,
Oxford,1906,11,10.5,4.7,3.0,82.4,
Oxford,1906,12,6.2,0.6,13.0,48.3,
Oxford,1907,1,6.3,1.1,10.0,15.5,
Oxford,1907,2,6.3,0.3,13.0,28.6,
Oxford,1907,3,12.1,1.8,8.0,21.3,
Oxford,1907,4,12.6,4.1,1.0,57.4,
Oxford,1907,5,15.9,7.3,0.0,59.6,
Oxford,1907,6,16.8,9.5,0.0,75.1,
Oxford,1907,7,19.2,10.4,0.0,86.0,
Oxford,1907,8,19.3,11.0,0.0,34.9,
Oxford,1907,9,19.7,9.0,0.0,18.1,
Oxford,1907,10,13.7,7.0,0.0,135.9,
Oxford,1907,11,10.2,4.2,2.0,57.5,
Oxford,1907,12,7.8,3.0,3.0,97.7,
Oxford,1908,1,5.5,-0.4,18.0,42.4,
Oxford,1908,2,8.6,2.7,4.0,22.2,
Oxford,1908,3,8.3,1.5,6.0,67.7,
Oxford,1908,4,10.4,2.4,10.0,109.4,
Oxford,1908,5,17.6,9.0,0.0,37.2,
Oxford,1908,6,20.5,9.8,0.0,43.1,
Oxford,1908,7,21.5,12.2,0.0,54.2,
Oxford,1908,8,20.0,10.7,0.0,77.0,
Oxford,1908,9,17.0,9.4,0.0,41.9,
Oxford,1908,10,16.1,8.1,1.0,29.7,
Oxford,1908,11,11.1,5.0,3.0,28.6,
Oxford,1908,12,6.5,1.6,5.0,49.9,
Oxford,1909,1,6.2,1.1,12.0,20.9,
Oxford,1909,2,6.5,-0.6,17.0,10.6,
Oxford,1909,3,7.1,1.2,9.0,63.7,
Oxford,1909,4,15.1,3.5,5.0,50.2,
Oxford,1909,5,17.3,5.4,0.0,48.1,
Oxford,1909,6,16.1,8.8,0.0,101.4,
Oxford,1909,7,19.6,11.7,0.0,61.5,
Oxford,1909,8,21.2,11.7,0.0,83.7,
Oxford,1909,9,16.1,9.1,0.0,79.1,
Oxford,1909,10,14.1,8.1,2.0,90.8,
Oxford,1909,11,8.3,2.3,10.0,16.1,
Oxford,1909,12,7.3,1.9,9.0,78.4,
Oxford,1910,1,6.7,1.6,9.0,40.4,
Oxford,1910,2,8.6,2.8,4.0,74.8,
Oxford,1910,3,10.6,1.9,10.0,15.4,
Oxford,1910,4,11.8,4.2,3.0,73.0,
Oxford,1910,5,16.5,7.3,1.0,52.6,
Oxford,1910,6,19.9,11.3,0.0,75.7,
Oxford,1910,7,18.3,11.1,0.0,51.1,
Oxford,1910,8,19.5,12.0,0.0,48.0,
Oxford,1910,9,17.1,9.1,0.0,11.2,
Oxford,1910,10,14.2,8.5,0.0,94.6,
Oxford,1910,11,6.9,0.4,17.0,78.6,
Oxford,1910,12,8.8,4.7,1.0,125.9,
Oxford,1911,1,6.3,1.3,9.0,20.4,
Oxford,1911,2,8.0,2.4,6.0,35.3,
Oxford,1911,3,8.5,2.7,2.0,41.7,
Oxford,1911,4,12.2,4.2,6.0,29.6,
Oxford,1911,5,18.6,8.4,0.0,56.0,
Oxford,1911,6,20.1,10.5,0.0,30.2,
Oxford,1911,7,26.1,13.1,0.0,10.8,
Oxford,1911,8,24.9,14.0,0.0,26.1,
Oxford,1911,9,21.4,9.4,0.0,36.5,
Oxford,1911,10,13.4,6.7,1.0,62.6,
Oxford,1911,11,9.3,3.6,4.0,61.9,
Oxford,1911,12,9.1,4.6,1.0,126.9,
Oxford,1912,1,6.8,1.7,9.0,111.5,
Oxford,1912,2,8.8,3.7,6.0,54.2,
Oxford,1912,3,10.8,5.0,0.0,83.3,
Oxford,1912,4,14.7,3.8,2.0,0.6,
Oxford,1912,5,17.5,8.8,0.0,55.2,
Oxford,1912,6,18.6,10.2,0.0,83.0,
Oxford,1912,7,21.1,12.5,0.0,78.7,
Oxford,1912,8,17.1,10.0,0.0,123.6,
Oxford,1912,9,15.2,7.7,0.0,29.8,
Oxford,1912,10,13.3,3.9,7.0,80.8,
Oxford,1912,11,9.2,4.1,3.0,47.2,
Oxford,1912,12,10.1,5.0,1.0,85.9,
Oxford,1913,1,7.6,3.0,5.0,77.0,
Oxford,1913,2,7.8,1.9,9.0,24.9,
Oxford,1913,3,10.4,3.3,4.0,68.1,
Oxford,1913,4,12.2,4.7,1.0,96.8,
Oxford,1913,5,17.0,7.8,0.0,68.4,
Oxford,1913,6,19.9,10.0,0.0,14.5,
Oxford,1913,7,19.6,11.4,0.0,20.1,
Oxford,1913,8,21.0,11.1,0.0,20.4,
Oxford,1913,9,18.6,10.8,0.0,47.6,
Oxford,1913,10,15.0,8.5,1.0,120.9,
Oxford,1913,11,11.9,5.7,2.0,63.6,
Oxford,1913,12,7.5,2.8,10.0,24.2,
Oxford,1914,1,6.0,1.2,13.0,13.9,
Oxford,1914,2,10.4,3.8,2.0,51.4,
Oxford,1914,3,10.1,3.3,6.0,92.0,
Oxford,1914,4,15.9,4.7,0.0,29.8,
Oxford,1914,5,16.6,6.4,2.0,37.1,
Oxford,1914,6,20.8,10.0,0.0,77.4,
Oxford,1914,7,20.9,12.2,0.0,77.7,
Oxford,1914,8,21.8,12.1,0.0,47.3,
Oxford,1914,9,19.5,8.3,0.0,22.2,
Oxford,1914,10,14.6,7.2,0.0,74.8,
Oxford,1914,11,10.2,4.0,6.0,74.1,
Oxford,1914,12,8.0,2.6,6.0,147.9,
Oxford,1915,1,6.5,2.2,6.0,81.1,
Oxford,1915,2,7.9,1.9,7.0,91.7,
Oxford,1915,3,9.3,1.8,11.0,33.1,
Oxford,1915,4,12.9,3.5,1.0,21.0,
Oxford,1915,5,17.1,6.4,0.0,90.3,
Oxford,1915,6,20.6,9.5,0.0,35.1,
Oxford,1915,7,19.7,11.3,0.0,114.1,
Oxford,1915,8,20.8,12.2,0.0,35.2,
Oxford,1915,9,18.8,8.6,0.0,74.3,
Oxford,1915,10,12.7,6.3,2.0,53.3,
Oxford,1915,11,6.9,0.1,15.0,64.6,
Oxford,1915,12,9.0,3.5,6.0,127.1,
Oxford,1916,1,10.3,5.1,0.0,38.1,
Oxford,1916,2,6.5,1.1,10.0,97.3,
Oxford,1916,3,6.5,1.1,9.0,131.8,
Oxford,1916,4,13.9,4.3,1.0,25.2,
Oxford,1916,5,17.3,7.6,0.0,51.6,
Oxford,1916,6,15.9,8.1,0.0,46.9,
Oxford,1916,7,20.9,11.0,0.0,45.3,
Oxford,1916,8,21.8,12.6,0.0,102.9,
Oxford,1916,9,17.6,9.0,0.0,23.3,
Oxford,1916,10,14.6,8.2,2.0,93.7,
Oxford,1916,11,9.4,3.8,4.0,85.6,
Oxford,1916,12,4.1,-0.6,18.0,72.3,
Oxford,1917,1,3.2,0.1,18.0,36.5,
Oxford,1917,2,4.3,-1.4,16.0,32.0,
Oxford,1917,3,6.9,0.0,15.0,45.5,
Oxford,1917,4,10.5,1.8,11.0,41.5,
Oxford,1917,5,19.5,8.2,0.0,42.0,
Oxford,1917,6,21.4,10.8,0.0,56.4,
Oxford,1917,7,21.1,11.9,0.0,82.9,
Oxford,1917,8,19.0,12.7,0.0,101.3,
Oxford,1917,9,18.7,10.8,0.0,43.1,
Oxford,1917,10,12.2,4.0,1.0,106.0,
Oxford,1917,11,10.6,5.3,2.0,17.3,
Oxford,1917,12,4.7,-0.7,18.0,24.5,
Oxford,1918,1,6.4,1.3,13.0,69.6,
Oxford,1918,2,9.2,3.9,5.0,27.9,
Oxford,1918,3,10.9,2.1,7.0,19.8,
Oxford,1918,4,10.5,3.6,2.0,81.5,
Oxford,1918,5,19.1,8.0,0.0,47.0,
Oxford,1918,6,18.9,8.5,0.0,33.3,
Oxford,1918,7,20.8,11.7,0.0,100.6,
Oxford,1918,8,21.1,12.0,0.0,30.5,
Oxford,1918,9,16.1,9.0,0.0,126.1,
Oxford,1918,10,12.6,6.4,0.0,44.3,
Oxford,1918,11,9.2,2.1,11.0,49.5,
Oxford,1918,12,9.9,5.0,2.0,59.5,
Oxford,1919,1,5.2,0.6,12.0,85.5,
Oxford,1919,2,4.3,-1.0,15.0,55.7,
Oxford,1919,3,7.5,1.0,11.0,97.9,
Oxford,1919,4,11.8,3.3,7.0,57.1,
Oxford,1919,5,19.5,7.8,0.0,15.6,
Oxford,1919,6,20.4,9.7,0.0,17.9,
Oxford,1919,7,18.7,10.2,0.0,59.7,
Oxford,1919,8,22.4,12.0,0.0,72.5,
Oxford,1919,9,18.0,8.7,1.0,31.5,
Oxford,1919,10,12.1,2.3,5.0,38.2,
Oxford,1919,11,6.1,1.0,12.0,21.8,
Oxford,1919,12,8.6,3.2,3.0,112.3,
Oxford,1920,1,8.6,2.8,6.0,54.3,
Oxford,1920,2,9.9,2.7,6.0,16.1,
Oxford,1920,3,12.0,3.8,3.0,41.8,
Oxford,1920,4,12.0,5.9,0.0,78.5,
Oxford,1920,5,17.1,7.8,0.0,42.9,
Oxford,1920,6,19.6,10.1,0.0,81.2,
Oxford,1920,7,18.2,11.0,0.0,119.0,
Oxford,1920,8,18.0,9.7,0.0,28.5,
Oxford,1920,9,18.1,9.3,0.0,45.0,
Oxford,1920,10,14.5,6.6,1.0,48.9,
Oxford,1920,11,9.8,3.4,7.0,35.1,
Oxford,1920,12,6.8,2.2,9.0,58.9,
Oxford,1921,1,9.9,5.2,2.0,62.4,
Oxford,1921,2,8.6,1.4,7.0,14.3,
Oxford,1921,3,11.8,4.1,1.0,23.8,
Oxford,1921,4,14.2,3.9,3.0,23.1,
Oxford,1921,5,17.5,6.9,1.0,38.0,
Oxford,1921,6,21.4,9.5,0.0,8.7,
Oxford,1921,7,26.1,13.3,0.0,7.2,
Oxford,1921,8,20.9,12.1,0.0,41.9,
Oxford,1921,9,20.6,9.3,0.0,43.6,
Oxford,1921,10,18.9,8.2,0.0,32.5,
Oxford,1921,11,8.0,1.7,12.0,42.9,
Oxford,1921,12,9.4,3.6,5.0,40.9,
Oxford,1922,1,7.1,1.3,13.0,61.2,
Oxford,1922,2,8.3,1.4,11.0,58.0,
Oxford,1922,3,8.5,1.8,8.0,48.9,
Oxford,1922,4,10.4,1.9,7.0,71.9,
Oxford,1922,5,19.9,8.1,0.0,34.0,
Oxford,1922,6,19.9,9.3,0.0,30.3,
Oxford,1922,7,18.5,10.4,0.0,90.2,
Oxford,1922,8,18.1,10.1,0.0,130.4,
Oxford,1922,9,16.9,8.8,0.0,35.4,
Oxford,1922,10,12.9,4.0,6.0,12.7,
Oxford,1922,11,9.0,2.3,8.0,31.2,
Oxford,1922,12,8.4,3.9,1.0,66.4,
Oxford,1923,1,8.4,2.2,4.0,40.6,
Oxford,1923,2,8.8,3.7,2.0,91.3,
Oxford,1923,3,9.8,3.6,1.0,66.8,
Oxford,1923,4,12.2,4.3,2.0,57.9,
Oxford,1923,5,14.7,6.0,1.0,36.6,
Oxford,1923,6,17.3,8.8,0.0,10.8,
Oxford,1923,7,23.4,13.5,0.0,37.9,
Oxford,1923,8,21.4,11.1,0.0,83.8,
Oxford,1923,9,18.0,8.5,0.0,46.3,
Oxford,1923,10,13.6,7.1,0.0,99.7,
Oxford,1923,11,6.8,0.0,13.0,34.6,
Oxford,1923,12,7.4,1.0,14.0,60.4,
Oxford,1924,1,7.7,3.0,5.0,80.1,
Oxford,1924,2,6.3,0.4,12.0,6.5,
Oxford,1924,3,9.6,-0.2,21.0,23.8,
Oxford,1924,4,12.5,3.7,5.0,67.6,
Oxford,1924,5,16.9,8.0,0.0,100.6,
Oxford,1924,6,19.1,10.4,0.0,69.3,
Oxford,1924,7,20.7,10.9,0.0,92.5,
Oxford,1924,8,18.8,10.5,0.0,49.8,
Oxford,1924,9,17.4,10.5,0.0,108.4,
Oxford,1924,10,14.1,7.3,1.0,99.0,
Oxford,1924,11,10.1,4.8,4.0,47.2,
Oxford,1924,12,9.1,4.3,1.0,110.1,
Oxford,1925,1,8.4,2.3,6.0,40.9,
Oxford,1925,2,9.0,2.5,2.0,86.4,
Oxford,1925,3,8.9,1.5,13.0,11.9,
Oxford,1925,4,12.2,3.6,1.0,56.6,
Oxford,1925,5,16.8,7.8,0.0,68.0,
Oxford,1925,6,21.5,9.9,0.0,1.7,
Oxford,1925,7,22.5,12.3,0.0,98.9,
Oxford,1925,8,20.1,12.0,0.0,59.5,
Oxford,1925,9,16.3,7.8,0.0,82.0,
Oxford,1925,10,15.2,6.9,2.0,71.4,
Oxford,1925,11,7.7,1.4,16.0,47.6,
Oxford,1925,12,6.0,0.4,15.0,51.5,
Oxford,1926,1,7.5,1.5,9.0,101.0,
Oxford,1926,2,10.2,4.7,1.0,54.1,
Oxford,1926,3,10.6,3.3,2.0,16.8,
Oxford,1926,4,14.1,5.2,0.0,68.8,
Oxford,1926,5,15.1,6.6,0.0,79.5,
Oxford,1926,6,18.8,9.4,0.0,61.9,
Oxford,1926,7,21.6,12.9,0.0,67.6,
Oxford,1926,8,21.6,12.1,0.0,30.2,
Oxford,1926,9,19.6,11.0,0.0,35.7,
Oxford,1926,10,12.6,4.5,7.0,55.0,
